ID,Name,Description,CLTS_BIPA,CLTS_Name
tsj_u0074u0283u02B2,tʃʲ,palatalized voiceless post-alveolar sibilant affricate consonant,,
ng_u207Fu0261,ⁿɡ,pre-nasalized voiced velar stop consonant,,
ue_u0075u0065u0303,uẽ,from rounded close back to nasalized unrounded close-mid front diphthong,,
eu_u0065u0075u032F,eu̯,from unrounded close-mid front to non-syllabic rounded close back diphthong,,
bh_u0062u02B0,bʰ,aspirated voiced bilabial stop consonant,,
ii_u0268u0069,ɨi,from unrounded close central to unrounded close front diphthong,,
d_u0064u032Au02E4,d̪ˤ,pharyngealized voiced dental stop consonant,,
ae_u00E6u02D0u02D0,æːː,ultra-long unrounded near-open front vowel,,
lj_u006Cu0320u02B2,l̠ʲ,palatalized voiced post-alveolar lateral approximant consonant,,
pgh_u0070u02E0u02B0,pˠʰ,velarized aspirated voiceless bilabial stop consonant,,
d_u0257,ɗ,voiced dental implosive consonant,,
s_u0282u033B,ʂ̻,voiceless laminal retroflex sibilant fricative consonant,,
ur_u0075u02DEu02E4u02D0,u˞ˤː,long rhotacized pharyngealized rounded close back vowel,,
eu_u025Bu0075u032F,ɛu̯,from unrounded open-mid front to non-syllabic rounded close back diphthong,,
oe_u00F8u0065,øe,from rounded close-mid front to unrounded close-mid front diphthong,,
x_u0078u02D0,xː,long voiceless velar fricative consonant,,
eu_u025Bu0303u0075u0303,ɛ̃ũ,from nasalized unrounded open-mid front to nasalized rounded close back diphthong,,
z_u007Au0302,ẑ,voiced post-alveolar sibilant fricative consonant,,
tj_u0074u032Au02B2,t̪ʲ,palatalized voiceless dental stop consonant,,
t_u0074u032Au02E4,t̪ˤ,pharyngealized voiceless dental stop consonant,,
ia_u0069u0251,iɑ,from unrounded close front to unrounded open back diphthong,,
oe_u0153u031Eu02D0,œ̞ː,long lowered rounded open-mid front vowel,,
phw_u0070u02B0u02B7,pʰʷ,labialized aspirated voiceless bilabial stop consonant,,
r_u0072u02D0,rː,long voiced alveolar trill consonant,,
ng_u014Bu031F,ŋ̟,advanced voiced velar nasal consonant,,
o_u00F8u0259,øə,from rounded close-mid front to unrounded mid central diphthong,,
u_u0075u032Fu0303,ũ̯,non-syllabic nasalized rounded close back vowel,,
o_u0254u031E,ɔ̞,lowered rounded open-mid back vowel,,
tsj_u0074u0073u02B2,tsʲ,palatalized voiceless alveolar sibilant affricate consonant,,
s_u0073u0320,s̠,retracted voiceless alveolar sibilant fricative consonant,,
j_u0259u006A,əj,from unrounded mid central to non-syllabic unrounded close front diphthong,,
h_u0068u0303,h̃,nasalized voiceless glottal fricative consonant,,
u_u028Cu0075,ʌu,from unrounded open-mid back to rounded close back diphthong,,
m_u006Du02E4,mˤ,pharyngealized voiced bilabial nasal consonant,,
ts_u0074u0073u032Au033B,ts̪̻,voiceless laminal dental sibilant affricate consonant,,
oa_u006Fu0061,oa,from rounded close-mid back to unrounded open front diphthong,,
ts_u0074u0283u02D0,tʃː,long voiceless post-alveolar sibilant affricate consonant,,
d_u02BCu0064,ʼd,pre-glottalized voiced alveolar stop consonant,,
r_u02C0u0072,ˀr,pre-glottalized voiced alveolar trill consonant,,
au_u0250u0075,ɐu,from unrounded near-open central to rounded close back diphthong,,
ou_u006Fu0075,ou,from rounded close-mid back to rounded close back diphthong,,
i_u0069u02D0,iː,long unrounded close front vowel,,
wo_u0077u0254,wɔ,from non-syllabic rounded close back to rounded open-mid back diphthong,,
s_u0285u0339,ʅ̹,more-rounded unrounded close with-friction central vowel,,
jh_u025Fu02B1,ɟʱ,breathy voiced palatal stop consonant,,
ai_u0061u026Au0303,aɪ̃,from unrounded open front to nasalized unrounded near-close near-front diphthong,,
khwj_u03C7u02B7u02B2,χʷʲ,palatalized labialized voiceless uvular fricative consonant,,
er_u0065u02DE,e˞,rhotacized unrounded close-mid front vowel,,
eu_u0065u031Eu0075u032F,e̞u̯,from unrounded mid front to non-syllabic rounded close back diphthong,,
hl_u02B0u006Cu0325,ʰl̥,pre-aspirated devoiced voiced alveolar lateral approximant consonant,,
i_u0069u02D0u0259,iːə,from long unrounded close front to unrounded mid central diphthong,,
d_u0256,ɖ,voiced retroflex stop consonant,,
nth_u207Fu0288u02B0,ⁿʈʰ,pre-nasalized aspirated voiceless retroflex stop consonant,,
iuo_u0069u032Fu0075u0303u006F,i̯ũo,,,
l_u006Cu02E4,lˤ,pharyngealized voiced alveolar lateral approximant consonant,,
uo_u0075u006Fu031E,uo̞,from rounded close back to rounded mid back diphthong,,
tswh_u0074u0073u0302u02B7u02B0,tŝʷʰ,labialized aspirated voiceless post-alveolar sibilant affricate consonant,,
rw_u0281u02B7,ʁʷ,labialized voiced uvular fricative consonant,,
_u028Cu031F,ʌ̟,advanced unrounded open-mid back vowel,,
_u0028u0259u0029,(ə),unrounded mid central vowel,,
r_u027F,ɿ,unrounded close with-friction back vowel,,
xk_u0078u006B,xk,,,
oe_u0276u02D0,ɶː,long rounded open front vowel,,
o_u0254u031Eu0303u02D0,ɔ̞̃ː,long lowered nasalized rounded open-mid back vowel,,
dj_u0064u032Au1DBBu02B2,d̪ᶻʲ,palatalized voiced dental sibilant affricate consonant,,
dzj_u0064u0292u02B2,dʒʲ,palatalized voiced post-alveolar sibilant affricate consonant,,
ht_u02B0u0074,ʰt,pre-aspirated voiceless alveolar stop consonant,,
oe_u0153u031C,œ̜,less-rounded rounded open-mid front vowel,,
z_u0020u0291, ʑ,voiced alveolo-palatal sibilant fricative consonant,,
qw_u0071u02D0u02B7,qːʷ,labialized long voiceless uvular stop consonant,,
tj_u0074u02B2u02D0,tʲː,palatalized long voiceless alveolar stop consonant,,
gj_u0261u02B2,ɡʲ,palatalized voiced velar stop consonant,,
y_u0079,y,rounded close front vowel,,
i_u0069u02E4u02D0,iˤː,long pharyngealized unrounded close front vowel,,
w_u026Fu0324u02D0,ɯ̤ː,long breathy unrounded close back vowel,,
r_u0281u02D0,ʁː,long voiced uvular fricative consonant,,
th_u03B8u032A,θ̪,voiceless dental fricative consonant,,
n_u02BCu006E,ʼn,pre-glottalized voiced alveolar nasal consonant,,
je_u006Au025Bu0303,jɛ̃,from non-syllabic unrounded close front to nasalized unrounded open-mid front diphthong,,
ur_u0075u02DE,u˞,rhotacized rounded close back vowel,,
w_u026Fu033D,ɯ̽,unrounded near-close near-back vowel,,
wo_u0077u006Fu02D0,woː,from non-syllabic rounded close back to long rounded close-mid back diphthong,,
nj_u006Eu032Au02B2,n̪ʲ,palatalized voiced dental nasal consonant,,
j_u028Cu006A,ʌj,from unrounded open-mid back to non-syllabic unrounded close front diphthong,,
a_u0251u031Fu02D0,ɑ̟ː,long advanced unrounded open back vowel,,
pf_u0070u0066,pf,voiceless labio-dental affricate consonant,,
t_u0074u032Au033B,t̪̻,voiceless laminal dental stop consonant,,
ae_u0061u0303u025Bu0303,ãɛ̃,from nasalized unrounded open front to nasalized unrounded open-mid front diphthong,,
qhj_u0071u02B0u02B2,qʰʲ,palatalized aspirated voiceless uvular stop consonant,,
ph_u0070u02B0u02E4,pʰˤ,pharyngealized aspirated voiceless bilabial stop consonant,,
ei_u025Bu0069,ɛi,from unrounded open-mid front to unrounded close front diphthong,,
i_u0268u0324,ɨ̤,breathy unrounded close central vowel,,
kh_u006Bu02B0,kʰ,aspirated voiceless velar stop consonant,,
dz_u0256u0325u0290u0325,ɖ̥ʐ̥,devoiced voiced retroflex sibilant affricate consonant,,
nj_u0273u02B2,ɳʲ,palatalized voiced retroflex nasal consonant,,
o_u0254u02D0,ɔː,long rounded open-mid back vowel,,
oe_u0153,œ,rounded open-mid front vowel,,
zw_u007Au032Au02B7,z̪ʷ,labialized voiced dental sibilant fricative consonant,,
ir_u0069u02DEu02E4,i˞ˤ,rhotacized pharyngealized unrounded close front vowel,,
g_u0262u0325,ɢ̥,devoiced voiced uvular stop consonant,,
sw_u0073u0302u02B7,ŝʷ,labialized voiceless post-alveolar sibilant fricative consonant,,
l_u026Bu02D0,ɫː,velarized long voiced alveolar lateral approximant consonant,,
khj_u006Bu02B0u02B2,kʰʲ,palatalized aspirated voiceless velar stop consonant,,
h_u0068u02D0u02D0,hːː,long voiceless glottal fricative consonant,,
xw_u0078u02B7,xʷ,labialized voiceless velar fricative consonant,,
e_u0065u0320,e̠,retracted unrounded close-mid front vowel,,
oy_u0254u0079u032Fu02D0,ɔy̯ː,from rounded open-mid back to long non-syllabic rounded close front diphthong,,
ie_u0268u025B,ɨɛ,from unrounded close central to unrounded open-mid front diphthong,,
u_u0075u0303u02D0,ũː,long nasalized rounded close back vowel,,
lh_u006Cu02B0,lʰ,aspirated voiced alveolar lateral approximant consonant,,
ea_u0065u032Fu0061u0308,e̯ä,from non-syllabic unrounded close-mid front to centralized unrounded open front diphthong,,
hwt_u02B0u02B7u0288,ʰʷʈ,pre-labialized voiceless retroflex stop consonant,,
tl_u0074u026C,tɬ,voiceless alveolar lateral affricate consonant,,
t_u0074u032Au02BC,t̪ʼ,voiceless dental ejective stop consonant,,
hw_u0068u02B7,hʷ,labialized voiceless glottal fricative consonant,,
pjh_u0070u02B2u02B0,pʲʰ,palatalized aspirated voiceless bilabial stop consonant,,
ej_u0065u0303u006A,ẽj,from nasalized unrounded close-mid front to non-syllabic unrounded close front diphthong,,
a_u0252u0303,ɒ̃,nasalized rounded open back vowel,,
u_u0289u0303,ʉ̃,nasalized rounded close central vowel,,
qwh_u0071u02B7u02B0,qʷʰ,labialized aspirated voiceless uvular stop consonant,,
w_u026Fu0259,ɯə,from unrounded close back to unrounded mid central diphthong,,
ui_u0075u02D0u0069,uːi,from long rounded close back to unrounded close front diphthong,,
i_u0268u0259,ɨə,from unrounded close central to unrounded mid central diphthong,,
uae_u0075u00E6,uæ,from rounded close back to unrounded near-open front diphthong,,
dz_u0256u0290,ɖʐ,voiced retroflex sibilant affricate consonant,,
r_u0072u0325u02D0,r̥ː,long devoiced voiced alveolar trill consonant,,
ie_u0069u0065u031E,ie̞,from unrounded close front to unrounded mid front diphthong,,
u_u0075u0259u032F,uə̯,from rounded close back to non-syllabic unrounded mid central diphthong,,
q_u0071u02D0,qː,long voiceless uvular stop consonant,,
vg_u0076u02E0,vˠ,velarized voiced labio-dental fricative consonant,,
ts_u0288u0282,ʈʂ,voiceless retroflex sibilant affricate consonant,,
m_u006Du0325,m̥,devoiced voiced bilabial nasal consonant,,
n_u006Eu0325,n̥,devoiced voiced alveolar nasal consonant,,
uj_u0075u006A,uj,from rounded close back to non-syllabic unrounded close front diphthong,,
ie_u026Au025B,ɪɛ,from unrounded near-close near-front to unrounded open-mid front diphthong,,
z_u007Au033B,z̻,voiced laminal dental sibilant fricative consonant,,
n_u006Eu032Au030A,n̪̊,devoiced voiced dental nasal consonant,,
yoe_u0079u0153u02D0,yœː,from rounded close front to long rounded open-mid front diphthong,,
i_u0069u0259u032F,iə̯,from unrounded close front to non-syllabic unrounded mid central diphthong,,
d_u0064u033A,d̺,voiced apical alveolar stop consonant,,
s_u0073u033Au02D0,s̺ː,long voiceless apical alveolar sibilant fricative consonant,,
thw_u0074u02B0u02B7,tʰʷ,labialized aspirated voiceless alveolar stop consonant,,
i_u0069u0324u02D0,i̤ː,long breathy unrounded close front vowel,,
phr_u0070u02B0u02DE,pʰ˞,,,
gr_u0262u0281,ɢʁ,voiced uvular affricate consonant,,
dzw_u0064u007Au0302u02B7,dẑʷ,labialized voiced post-alveolar sibilant affricate consonant,,
w_u02C0u0077,ˀw,pre-glottalized voiced labio-velar approximant consonant,,
zh_u007Au02B0,zʰ,aspirated voiced alveolar sibilant fricative consonant,,
u_u028Au0303,ʊ̃,nasalized rounded near-close near-back vowel,,
oo_u006Fu0254,oɔ,from rounded close-mid back to rounded open-mid back diphthong,,
je_u006Au025Bu02D0,jɛː,from non-syllabic unrounded close front to long unrounded open-mid front diphthong,,
tsj_u0074u032Au0073u032Au02B2,t̪s̪ʲ,palatalized voiceless dental sibilant affricate consonant,,
yo_u0079u00F8u031E,yø̞,from rounded close front to rounded mid front diphthong,,
o_u00F8u0303,ø̃,nasalized rounded close-mid front vowel,,
uar_u0075u0251u02DE,uɑ˞,from rounded close back to rhotacized unrounded open back diphthong,,
dzh_u0064u007Au02B1,dzʱ,breathy voiced alveolar sibilant affricate consonant,,
b_u03B2u031E,β̞,voiced bilabial approximant consonant,,
dh_u0064u032Au02B1,d̪ʱ,breathy voiced dental stop consonant,,
a_u0252u0303u02D0,ɒ̃ː,long nasalized rounded open back vowel,,
n_u0273,ɳ,voiced retroflex nasal consonant,,
hj_u02B1u006A,ʱj,pre-breathy-aspirated voiced palatal approximant consonant,,
w_u026Fu02D0,ɯː,long unrounded close back vowel,,
iau_u0069u0061u0075,iau,,,
pr_u0070u02DE,p˞,,,
tsh_u0074u0283u02B0,tʃʰ,aspirated voiceless post-alveolar sibilant affricate consonant,,
u_u0264,ɤ,unrounded close-mid back vowel,,
gj_u0263u02B2,ɣʲ,palatalized voiced velar fricative consonant,,
qj_u0071u02B2,qʲ,palatalized voiceless uvular stop consonant,,
q_u0071u02E4u02BC,qˤʼ,pharyngealized voiceless uvular ejective stop consonant,,
ei_u025Cu0069,ɜi,from unrounded open-mid central to unrounded close front diphthong,,
a_u0251u02D0u02D0,ɑːː,long unrounded open back vowel,,
i_u026Au0303u02D0,ɪ̃ː,long nasalized unrounded near-close near-front vowel,,
dh_u0064u033Bu0324u02B1,d̻̤ʱ,breathy voiced laminal alveolar stop consonant,,
oe_u0153u031E,œ̞,lowered rounded open-mid front vowel,,
i_u026Au0303u0259u0303,ɪ̃ə̃,from nasalized unrounded near-close near-front to nasalized unrounded mid central diphthong,,
d_u0256u02D0,ɖː,long voiced retroflex stop consonant,,
lz_u026Eu02BC,ɮʼ,voiced alveolar ejective lateral fricative consonant,,
ua_u0075u0061u031F,ua̟,from rounded close back to advanced unrounded open front diphthong,,
ui_u0075u0069u032F,ui̯,from rounded close back to non-syllabic unrounded close front diphthong,,
oi_u006Fu0303u0069,õi,from nasalized rounded close-mid back to unrounded close front diphthong,,
tsw_u0074u0073u0302u02B7,tŝʷ,labialized voiceless post-alveolar sibilant affricate consonant,,
ht_u02B0u0288,ʰʈ,pre-aspirated voiceless retroflex stop consonant,,
hts_u02B0u0074u0283,ʰtʃ,pre-aspirated voiceless post-alveolar sibilant affricate consonant,,
ua_u0264u0061u0324,ɤa̤,from unrounded close-mid back to breathy unrounded open front diphthong,,
ir_u0069u02DEu02E4u02D0,i˞ˤː,long rhotacized pharyngealized unrounded close front vowel,,
e_u025Eu0320,ɞ̠,retracted rounded open-mid central vowel,,
wi_u026Fu02D0u0069,ɯːi,from long unrounded close back to unrounded close front diphthong,,
sj_u0073u032Au02B2,s̪ʲ,palatalized voiceless dental sibilant fricative consonant,,
wei_u0077u025Bu0069,wɛi,,,
n_u006Eu032A,n̪,voiced dental nasal consonant,,
o_u00F8u02D0u02D0,øːː,ultra-long rounded close-mid front vowel,,
u_u0264u031Eu0306,ɤ̞̆,ultra-short unrounded mid back vowel,,
rg_u027Eu02E0,ɾˠ,velarized voiced alveolar tap consonant,,
k_u006Bu02D0u02D0,kːː,long voiceless velar stop consonant,,
d_u0064u032Au033A,d̪̺,voiced apical dental stop consonant,,
nqwh_u207Fu0071u02B7u02B0,ⁿqʷʰ,pre-nasalized labialized aspirated voiceless uvular stop consonant,,
oa_u0254u0061u02D0,ɔaː,from rounded open-mid back to long unrounded open front diphthong,,
r_u0280,ʀ,voiced uvular trill consonant,,
u_u0075u031E,u̞,lowered rounded close back vowel,,
io_u0069u0254,iɔ,from unrounded close front to rounded open-mid back diphthong,,
b_u03B2u0329,β̩,syllabic voiced bilabial fricative consonant,,
o_u0254u031Eu02D0,ɔ̞ː,long lowered rounded open-mid back vowel,,
dzh_u0064u0324u0292u0324u02B1,d̤ʒ̤ʱ,breathy voiced post-alveolar sibilant affricate consonant,,
ae_u00E6u0330,æ̰,creaky unrounded near-open front vowel,,
i_u0069u033D,i̽,mid-centralized unrounded close front vowel,,
o_u0028u0254u0303u0029,(ɔ̃),nasalized rounded open-mid back vowel,,
oy_u00F8u0079,øy,from rounded close-mid front to rounded close front diphthong,,
y_u0079u0330u02D0,y̰ː,long creaky rounded close front vowel,,
p_u0070,p,voiceless bilabial stop consonant,,
y_u0265u02E4,ɥˤ,pharyngealized voiced labio-palatal approximant consonant,,
nd_u207Fu0256,ⁿɖ,pre-nasalized voiced retroflex stop consonant,,
_u0259u031Fu0306,ə̟̆,ultra-short advanced unrounded mid central vowel,,
sj_u0283u02B2,ʃʲ,palatalized voiceless post-alveolar sibilant fricative consonant,,
lj_u0028u006Cu02B2u0029,(lʲ),palatalized voiced alveolar lateral approximant consonant,,
d_u0064u0320,d̠,voiced post-alveolar stop consonant,,
o_u0254u0324u0303u02D0,ɔ̤̃ː,long nasalized breathy rounded open-mid back vowel,,
wa_u026Fu0251,ɯɑ,from unrounded close back to unrounded open back diphthong,,
z_u0291,ʑ,voiced alveolo-palatal sibilant fricative consonant,,
mh_u006Du02B0,mʰ,aspirated voiced bilabial nasal consonant,,
e_u025Bu02D0u0303,ɛː̃,long nasalized unrounded open-mid front vowel,,
ai_u0061u02D0u0069,aːi,from long unrounded open front to unrounded close front diphthong,,
z_u007Au0329,z̩,syllabic voiced alveolar sibilant fricative consonant,,
tsh_u0074u0073u02D0u02B0,tsːʰ,aspirated long voiceless alveolar sibilant affricate consonant,,
ey_u0258u0079,ɘy,from unrounded close-mid central to rounded close front diphthong,,
aw_u0061u026F,aɯ,from unrounded open front to unrounded close back diphthong,,
s_u0073,s,voiceless alveolar sibilant fricative consonant,,
ie_u0028u0069u032Fu0065u031Eu0029,(i̯e̞),from non-syllabic unrounded close front to unrounded mid front diphthong,,
s_u0283u02D0,ʃː,long voiceless post-alveolar sibilant fricative consonant,,
t_u0074u032Au033A,t̪̺,voiceless apical dental stop consonant,,
oy_u00F8u02D0u0079u032F,øːy̯,from long rounded close-mid front to non-syllabic rounded close front diphthong,,
lj_u026Cu02B2,ɬʲ,palatalized voiceless alveolar lateral fricative consonant,,
e_u025Bu031Du02D0,ɛ̝ː,long raised unrounded open-mid front vowel,,
i_u0268u0324u02D0,ɨ̤ː,long breathy unrounded close central vowel,,
ej_u025Bu006A,ɛj,from unrounded open-mid front to non-syllabic unrounded close front diphthong,,
tswj_u0074u032Au0073u032Au02BCu02B7u02B2,t̪s̪ʼʷʲ,palatalized labialized voiceless dental ejective sibilant affricate consonant,,
we_u0077u025B,wɛ,from non-syllabic rounded close back to unrounded open-mid front diphthong,,
e_u025Cu02D0,ɜː,long unrounded open-mid central vowel,,
t_u0288,ʈ,voiceless retroflex stop consonant,,
tr_u0288u027D,ʈɽ,with-trilled-release voiceless retroflex stop consonant,,
y_u028Fu0303,ʏ̃,nasalized rounded near-close near-front vowel,,
n_u0272u031F,ɲ̟,advanced voiced palatal nasal consonant,,
e_u025Bu0303u02D0,ɛ̃ː,long nasalized unrounded open-mid front vowel,,
a_u0252,ɒ,rounded open back vowel,,
n_u0272,ɲ,voiced palatal nasal consonant,,
tc_u0074u033Au0255u033A,t̺ɕ̺,voiceless apical alveolo-palatal sibilant affricate consonant,,
_u02A1u02BC,ʡʼ,voiceless epiglottal ejective stop consonant,,
_u0259u02D0,əː,long unrounded mid central vowel,,
c_u0063,c,voiceless palatal stop consonant,,
w_u0077u02C0,wˀ,glottalized voiced labio-velar approximant consonant,,
r_u0279,ɹ,voiced alveolar approximant consonant,,
ya_u0079u0061,ya,from rounded close front to unrounded open front diphthong,,
z_u0028u0291u0029,(ʑ),voiced alveolo-palatal sibilant fricative consonant,,
i_u026Au0308,ɪ̈,unrounded near-close central vowel,,
dj_u0064u032Au02B2,d̪ʲ,palatalized voiced dental stop consonant,,
ya_u0079u0251,yɑ,from rounded close front to unrounded open back diphthong,,
i_u0268u031Eu0303u02D0,ɨ̞̃ː,long lowered nasalized unrounded close central vowel,,
u_u028Au032F,ʊ̯,non-syllabic rounded near-close near-back vowel,,
r_u027Eu0325,ɾ̥,devoiced voiced alveolar tap consonant,,
j_u006Au0303,j̃,nasalized voiced palatal approximant consonant,,
o_u006Fu02E4u02D0,oˤː,long pharyngealized rounded close-mid back vowel,,
y_u028Fu02D0,ʏː,long rounded near-close near-front vowel,,
t_u0074u032Au02BCu02E4,t̪ʼˤ,pharyngealized voiceless dental ejective stop consonant,,
sw_u0073u032Au02B7,s̪ʷ,labialized voiceless dental sibilant fricative consonant,,
s_u0073u033B,s̻,voiceless laminal alveolar sibilant fricative consonant,,
nk_u207Fu006B,ⁿk,pre-nasalized voiceless velar stop consonant,,
wei_u0077u025Bu0069u032F,wɛi̯,,,
o_u006Fu031Eu031Cu02D0,o̞̜ː,long less-rounded rounded mid back vowel,,
ou_u0254u0075,ɔu,from rounded open-mid back to rounded close back diphthong,,
ee_u025Bu0065,ɛe,from unrounded open-mid front to unrounded close-mid front diphthong,,
u_u0075u031Eu02D0,u̞ː,long lowered rounded close back vowel,,
k_u006Bu02E4,kˤ,pharyngealized voiceless velar stop consonant,,
i_u0069u02D1,iˑ,mid-long unrounded close front vowel,,
o_u00F8u0330,ø̰,creaky rounded close-mid front vowel,,
ljh_u006Cu02B2u02B0,lʲʰ,palatalized aspirated voiced alveolar lateral approximant consonant,,
o_u0275u031Fu02D0,ɵ̟ː,long advanced rounded close-mid central vowel,,
ei_u025Bu0303u02D0u0069u032F,ɛ̃ːi̯,from long nasalized unrounded open-mid front to non-syllabic unrounded close front diphthong,,
a_u0251u0303,ɑ̃,nasalized unrounded open back vowel,,
j_u025F,ɟ,voiced palatal stop consonant,,
wo_u0077u006Fu0303,wõ,from non-syllabic rounded close back to nasalized rounded close-mid back diphthong,,
l_u026C,ɬ,voiceless alveolar lateral fricative consonant,,
aj_u0061u006A,aj,from unrounded open front to non-syllabic unrounded close front diphthong,,
ts_u0074u033Bu0073u033Bu032A,t̻s̻̪,voiceless laminal dental sibilant affricate consonant,,
ou_u006Fu02D0u0075,oːu,from long rounded close-mid back to rounded close back diphthong,,
yoe_u0079u0153,yœ,from rounded close front to rounded open-mid front diphthong,,
e_u025Bu02D1,ɛˑ,mid-long unrounded open-mid front vowel,,
xh_u0078u02B0,xʰ,aspirated voiceless velar fricative consonant,,
rh_u027Du02B0,ɽʰ,aspirated voiced retroflex tap consonant,,
a_u0251u031Du02D0,ɑ̝ː,long raised unrounded open back vowel,,
hm_u02B1u006D,ʱm,pre-breathy-aspirated voiced bilabial nasal consonant,,
a_u0061u0324,a̤,breathy unrounded open front vowel,,
ia_u0069u0324u0250,i̤ɐ,from breathy unrounded close front to unrounded near-open central diphthong,,
y_u0079u0303,ỹ,nasalized rounded close front vowel,,
wl_u02B7u006C,ʷl,pre-labialized voiced alveolar lateral approximant consonant,,
o_u0254u0324u02D0,ɔ̤ː,long breathy rounded open-mid back vowel,,
tl_u0074u032Au026C,t̪ɬ,voiceless dental lateral affricate consonant,,
ch_u0255u02B0,ɕʰ,aspirated voiceless alveolo-palatal sibilant fricative consonant,,
pj_u0070u02B2u02D0,pʲː,palatalized long voiceless bilabial stop consonant,,
hts_u02B0u0074u0073u02D0,ʰtsː,pre-aspirated long voiceless alveolar sibilant affricate consonant,,
jei_u006Au025Bu0069,jɛi,,,
a_u0061u0330,a̰,creaky unrounded open front vowel,,
_u028Cu0303,ʌ̃,nasalized unrounded open-mid back vowel,,
th_u0288u02B0,ʈʰ,aspirated voiceless retroflex stop consonant,,
ts_u0074u0347u0073u0347,t͇s͇,voiceless alveolar affricate consonant,,
waei_u0077u00E6u0069,wæi,,,
_u028C,ʌ,unrounded open-mid back vowel,,
o_u00F8u031Eu02D0,ø̞ː,long rounded mid front vowel,,
a_u0061u0320,a̠,retracted unrounded open front vowel,,
nkjh_u207Fu006Bu02B2u02B0,ⁿkʲʰ,pre-nasalized palatalized aspirated voiceless velar stop consonant,,
ar_u0061u02DE,a˞,rhotacized unrounded open front vowel,,
qkhh_u0071u03C7u02D0u02B0,qχːʰ,aspirated long voiceless uvular affricate consonant,,
n_u0274,ɴ,voiced uvular nasal consonant,,
j_u006Au02C0,jˀ,glottalized voiced palatal approximant consonant,,
w_u0259u0330u026Fu0330,ə̰ɯ̰,from creaky unrounded mid central to creaky unrounded close back diphthong,,
o_u006Fu031Eu0303,õ̞,nasalized rounded mid back vowel,,
oa_u00F8u0251,øɑ,from rounded close-mid front to unrounded open back diphthong,,
u_u0075u0324u02D0,ṳː,long breathy rounded close back vowel,,
ui_u0289u0069u032F,ʉi̯,from rounded close central to non-syllabic unrounded close front diphthong,,
t_u0074u032Au02D0,t̪ː,long voiceless dental stop consonant,,
ts_u0074u0073u02BCu02D0,tsʼː,long voiceless alveolar ejective sibilant affricate consonant,,
ai_u0061u0330u026Au0330,a̰ɪ̰,from creaky unrounded open front to creaky unrounded near-close near-front diphthong,,
thj_u0074u032Au02B0u02B2,t̪ʰʲ,palatalized aspirated voiceless dental stop consonant,,
pw_u0070u02B7,pʷ,labialized voiceless bilabial stop consonant,,
oo_u0254u006F,ɔo,from rounded open-mid back to rounded close-mid back diphthong,,
oi_u006Fu0069,oi,from rounded close-mid back to unrounded close front diphthong,,
rh_u027Du0324u02B1,ɽ̤ʱ,breathy voiced retroflex tap consonant,,
uw_u0075u0077,uw,long non-syllabic rounded close back vowel,,
uj_u0264u006A,ɤj,from unrounded close-mid back to non-syllabic unrounded close front diphthong,,
dzj_u0064u007Au02B2,dzʲ,palatalized voiced alveolar sibilant affricate consonant,,
o_u0254u031Cu02D0,ɔ̜ː,long less-rounded rounded open-mid back vowel,,
aw_u0061u0077,aw,from unrounded open front to non-syllabic rounded close back diphthong,,
eo_u025Bu006F,ɛo,from unrounded open-mid front to rounded close-mid back diphthong,,
nh_u0273u02B1,ɳʱ,breathy voiced retroflex nasal consonant,,
_u02A1,ʡ,voiceless epiglottal stop consonant,,
_u0259u0324u0303u02D0,ə̤̃ː,long nasalized breathy unrounded mid central vowel,,
o_u006Fu02E4,oˤ,pharyngealized rounded close-mid back vowel,,
p_u0070u02D0,pː,long voiceless bilabial stop consonant,,
a_u0250u02D0,ɐː,long unrounded near-open central vowel,,
oe_u006Fu0065,oe,from rounded close-mid back to unrounded close-mid front diphthong,,
dg_u00F0u0347u02E0,ð͇ˠ,velarized voiced alveolar fricative consonant,,
ue_u0075u0065u031E,ue̞,from rounded close back to unrounded mid front diphthong,,
ou_u006Fu0303u02D0u0075,õːu,from long nasalized rounded close-mid back to rounded close back diphthong,,
_u028Cu0324,ʌ̤,breathy unrounded open-mid back vowel,,
dw_u0064u02B7,dʷ,labialized voiced alveolar stop consonant,,
d_u00F0u02D0,ðː,long voiced dental fricative consonant,,
ph_u0070u02B0,pʰ,aspirated voiceless bilabial stop consonant,,
w_u026Fu0330u033Du02D0,ɯ̰̽ː,long mid-centralized creaky unrounded close back vowel,,
tj_u0074u02B2u02D0u02D0,tʲːː,palatalized long voiceless alveolar stop consonant,,
r_u027E,ɾ,voiced alveolar tap consonant,,
dz_u0064u007A,dz,voiced alveolar sibilant affricate consonant,,
oe_u0153u0320u02D0,œ̠ː,long retracted rounded open-mid front vowel,,
oi_u0020u0254u0069, ɔi,from rounded open-mid back to unrounded close front diphthong,,
aeo_u00E6u006F,æo,from unrounded near-open front to rounded close-mid back diphthong,,
tsj_u0074u032Au0073u032Au02BCu02B2,t̪s̪ʼʲ,palatalized voiceless dental ejective sibilant affricate consonant,,
fj_u0066u02B2u02D0,fʲː,palatalized long voiceless labio-dental fricative consonant,,
uu_u0264u0075,ɤu,from unrounded close-mid back to rounded close back diphthong,,
tsh_u0074u0282u02B0,tʂʰ,aspirated voiceless retroflex sibilant affricate consonant,,
rj_u0072u02B2,rʲ,palatalized voiced alveolar trill consonant,,
nt_u207Fu0074,ⁿt,pre-nasalized voiceless alveolar stop consonant,,
